NEW,,2008/12/31,Balance Transfer,Remote Transfer,SGD,2012/04/09,A,01,000,1110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,20065.38,,12414.60,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,DEM,2012/04/09,A,01,000,1110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,111951299.30,,62294490.46,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,AUD,2012/04/09,A,01,000,1110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,3358565.00,,2434104.42,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,JPY,2012/04/09,A,01,000,1110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,1046782686.00,,8173848.76,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,FRF,2012/04/09,A,01,000,1110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,408713203.39,,67878818.38,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,USD,2012/04/09,A,01,000,1130,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,6498895.35,,6498895.35,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,GBP,2012/04/09,A,01,000,1130,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,408578.44,,650746.14,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,EUR,2012/04/09,A,01,000,1130,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,3032336.07,,3181527.15,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,AUD,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,3503162.00,,2524599.24,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,USD,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,4364700208.87,,4364700208.87,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,JPY,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,1244663032.00,,9522190.32,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,EUR,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,4258456.25,,5367855.39,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,DEM,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,105138201.38,,62028039.66,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,CAD,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,94014141.24,,68704670.20,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,FRF,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,457142449.13,,78228944.70,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,GBP,2012/04/09,A,01,000,1210,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,352466972.60,,581906412.04,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,USD,2012/04/09,A,01,000,1212,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,11000.00,,11000.00,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,FRF,2012/04/09,A,01,000,1220,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,530840.93,,86110.00,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,USD,2012/04/09,A,01,000,1220,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,436385.28,,436385.28,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,USD,2012/04/09,A,01,000,1232,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,1096793.61,,1096793.61,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,DEM,2012/04/09,A,01,000,1240,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,116046590.70,,64581545.16,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,CAD,2012/04/09,A,01,000,1240,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,81264590.33,,58568234.20,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,GBP,2012/04/09,A,01,000,1240,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,135247897.92,,222280288.02,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,JPY,2012/04/09,A,01,000,1240,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,1156782686.00,,9071595.86,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
NEW,,2008/12/31,Balance Transfer,Remote Transfer,USD,2012/04/09,A,01,000,1240,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,4010923441.79,,4010923441.79,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,Full Balance Type - EBS Ledger: Vision  - EBS Period: Dec-08,,,,,,,,,,,,,,,,,,,,,9218592,,,,,,,,,,,,,,,,,,,,,,,,,Ledger 1,,,END
